Title,Artist,year
Everywhere You Go,Taxiride,1999
Scar Tissue,Red Hot Chili Peppers,1999
Got The Feeling,Five,1999
American Woman,Lenny Kravitz,1999
Keep On Movin',Five,1999
You Get What You Give,New Radicals,1999
Absolutely Everybody,Vanessa Amorosi,1999
I Want You Back,'N Sync,1999
Westside,TQ,1999
How Deep Is Your Love,Dru Hill,1999
My Name Is,Eminem,1999
Swear It Again,Westlife,1999
You Don't Know Me,Armand Van Helden,1999
Don't Cry,Human Nature,1999
Burning Down The House,Tom Jones,1999
When You're Gone,Bryan Adams featuring Melanie C.,1999
A Little Bit,Pandora,1999
Ana's Song (open Fire),Silverchair,1999
Last To Know,Human Nature,1999
She's All I Ever Had,Ricky Martin,1999
That's The Way It Is,Celine Dion,1999
Shake Your Bon Bon,Ricky Martin,1999
Got The Life,Korn,1999
You've Got A Way,Shania Twain,1999
Heartbeat / Tragedy,Steps,1999
All Torn Down,The Living End,1999
Heartbreak Hotel,Whitney Houston,1999
If I Let You Go,Westlife,1999
"Hardest Thing, The",98 Degrees,1999
Get Set,Taxiride,1999
When I Grow Up,Garbage,1999
"Bad Touch, The",Bloodhound Gang,1999
Tearin' Up My Heart,'N Sync,1999
I'm Outta Love,Anastacia,2000
Teenage Dirtbag,Wheatus,2000
Freestyler,Bomfunk MC's,2000
Music,Madonna,2000
Say My Name,Destiny's Child,2000
Poison,Bardot,2000
Bye Bye Bye,*NSYNC,2000
Who The Hell Are You,Madison Avenue,2000
Groovejet (if This Ain't Love),Spiller,2000
Shackles (praise You),Mary Mary,2000
Candy,Mandy Moore,2000
Bloke,Chris Franklin,2000
Friends Forever (graduation),Vitamin C,2000
Never Be The Same Again,"Melanie C with Lisa ""Left-Eye"" Lopes",2000
Most Girls,Pink,2000
Shine,Vanessa Amorosi,2000
Jumpin' Jumpin',Destiny's Child,2000
I Try,Macy Gray,2000
She Bangs,Ricky Martin,2000
Don't You Worry,Madasun,2000
Rock Dj,Robbie Williams,2000
Who Let The Dogs Out,Baha Men,2000
Thong Song,Sisqo,2000
It's My Life,Bon Jovi,2000
Let's Get Loud,Jennifer Lopez,2000
Mascara / Leave Me Alone,Killing Heidi,2000
On A Night Like This,Kylie Minogue,2000
Spinning Around,Kylie Minogue,2000
Lucky,Britney Spears,2000
Shape Of My Heart,Backstreet Boys,2000
Come On Over Baby (all I Want),Christina Aguilera,2000
Gotta Tell You #2,Samantha Mumba,2000
Move Your Body,Eiffel 65,2000
We Will Rock You,Five & Queen,2000
Oops!...i Did It Again,Britney Spears,2000
Shalala Lala,Vengaboys,2000
Holiday,Naughty By Nature,2000
S Club Party,S Club 7,2000
I Wanna Love You Forever,Jessica Simpson,2000
Absolutely Everybody,Vanessa Amorosi,2000
There You Go,Pink,2000
Day & Night,Billie Piper,2000
Pure Shores,All Saints,2000
Steal My Sunshine,Len,2000
Toca's Miracle,Fragma,2000
Breathless,The Corrs,2000
B-boys & Fly Girls,Bomfunk MC's,2000
I Turn To You,Melanie C,2000
Amazed,Lonestar,2000
Life Is A Rollercoaster,Ronan Keating,2000
Try Again,Aaliyah,2000
All The Small Things,Blink 182,2000
He Don't Love You,Human Nature,2000
Beautiful Day,U2,2000
It's Gonna Be Me,*N Sync,2000
Bring It All Back,S Club 7,2000
"Real Slim Shady, The",Eminem,2000
Independent Women Part I,Destiny's Child,2000
Blue,Eiffel 65,2000
Lady (hear Me Tonight),Modjo,2000
Let Love Lead The Way / Holler,Spice Girls,2000
What's A Girl To Do?,S2S,2000
Could I Have This Kiss Forever,Whitney Houston & Enrique Iglesias,2000
I Think I'm In Love With You,Jessica Simpson,2000
Live Without It,Killing Heidi,2000
American Pie,Madonna,2000
Take A Look Around,Limp Bizkit,2000
Fill Me In,Craig David,2000
Adelante,Sash!,2000
I Wanna Be With You,Mandy Moore,2000
"Brick Track Versus Gitty Up, The",Salt 'N' Pepa,2000
He Wasn't Man Enough,Toni Braxton,2000
My Happiness,Powderfinger,2000
What A Girl Wants,Christina Aguilera,2000
Don't Give Up,Chicane Featuring Bryan Adams,2000
Say It Isn't So,Bon Jovi,2000
Rip It Up,28 Days,2000
Pray,Tina Cousins,2000
We Think It's Love,Leah Haywood,2000
Ex-girlfriend,No Doubt,2000
Why Does It Always Rain On Me,Travis,2000
Everything You Need,Madison Avenue,2000
Don't Call Me Baby,Madison Avenue,2000
It Feels So Good,Sonique,2000
Stronger,Britney Spears,2000
Mambo Italiano,Shaft,2000
"Bad Touch, The",Bloodhound Gang,2000
Better Off Alone,Alice Deejay,2000
Bent,Matchbox Twenty,2000
Last One Standing,Girl Thing,2000
Do You Want My Love,Coco Lee,2000
Don't Say You Love Me,M2M,2000
Original Prankster,The Offspring,2000
Show Me The Meaning Of Being L,Backstreet Boys,2000
Affirmation,Savage Garden,2000
I Should've Never Let You Go,Bardot,2000
I See You Baby,Groove Armada,2000
Don't Wanna Let You Go,Five,2000
Cartoon Heroes,Aqua,2000
These Days,Bardot,2000
Can't Fight The Moonlight,LeAnn Rimes,2001
It Wasn't Me,Shaggy,2001
Can't Get You Out Of My Head,Kylie Minogue,2001
Angel,Shaggy featuring Rayvon,2001
Hanging By A Moment,Lifehouse,2001
Stan,Eminem,2001
I'm Like A Bird,Nelly Furtado,2001
Smooth Criminal,Alien Ant Farm,2001
Can We Fix It?,Bob The Builder,2001
Whole Again,Atomic Kitten,2001
Case Of The Ex,Mya,2001
Butterfly,Crazy Town,2001
Lady Marmalade,"Christina Aguilera, Lil' Kim, Mya & Pink",2001
Because I Got High,Afroman,2001
"Me, Myself And I",Scandal'us,2001
Don't Stop Movin',S Club 7,2001
Ms. Jackson,Outkast,2001
How You Remind Me,Nickelback,2001
Let's Get Married / Promise,Jagged Edge,2001
With Arms Wide Open,Creed,2001
Strawberry Kisses,Nikki Webster,2001
All Rise,Blue,2001
Drops Of Jupiter,Train,2001
Let Me Blow Ya Mind,Eve,2001
Operation Blade (bass In The Place...),Public Domain,2001
Mambo No.5,Bob The Builder,2001
Cruisin,Gwyneth Paltrow And Huey Lewis,2001
Teenage Dirtbag,Wheatus,2001
What Would You Do?,City High,2001
Walking Away,Craig David,2001
Dance With Me,Debelah Morgan,2001
Free,Mya,2001
Yellow,Coldplay,2001
It's Raining Men,Geri Halliwell,2001
Bette Davis Eyes,Gwyneth Paltrow,2001
I'm A Believer,Smash Mouth,2001
Out Of Reach,Gabrielle,2001
Turn Off The Light,Nelly Furtado,2001
Bow Wow (that's My Name),Lil Bow Wow,2001
Ride Wit Me,Nelly,2001
Kryptonite,3 Doors Down,2001
One Step Closer,Linkin Park,2001
Miss California,Dante Thomas,2001
Uptown Girl,Westlife,2001
Rollin',Limp Bizkit,2001
You All Dat,Baha Men,2001
U Remind Me,Usher,2001
Purple Pills,D-12,2001
Follow Me,Uncle Kracker,2001
Bootylicious,Destiny's Child,2001
"Luv Me, Luv Me #2",Shaggy,2001
Fallin',Alicia Keys,2001
I'm Real,Jennifer Lopez,2001
Hit'em Up Style (Oops!),Blu Cantrell,2001
Survivor,Destiny's Child,2001
All For You,Janet Jackson,2001
Independent Women Part I,Destiny's Child,2001
7 Days,Craig David,2001
I Need Somebody,Bardot,2001
One More Time,Daft Punk,2001
Love Don't Cost A Thing,Jennifer Lopez,2001
Ei,Nelly,2001
What Took You So Long?,Emma Bunton,2001
It's Over,Kurupt,2001
Too Close,Blue,2001
Around The World (la La La La),ATC,2001
Starlight,The Supermen Lovers,2001
Original Prankster,The Offspring,2001
"Itch, The",Vitamin C,2001
Dancing In The Moonlight,Toploader,2001
Amazing,Alex Lloyd,2001
Hero,Enrique Iglesias,2001
Play,Jennifer Lopez,2001
Clint Eastwood,Gorillaz,2001
In My Pocket,Mandy Moore,2001
Another Day In Paradise,Brandy featuring Ray J.,2001
Country Grammar,Nelly,2001
Don't Tell Me,Madonna,2001
Just The Thing,paulmac featuring Peta Morris,2001
Wassup,Da Muttz,2001
Thank God I'm A Country Boy,Hampton The Hampster,2001
Let's Dance,Five,2001
"Hampsterdance Song, The",Hampton The Hampster,2001
What It Feels Like For A Girl,Madonna,2001
Supreme,Robbie Williams,2001
Sky,Sonique,2001
"Power / Everytime I Close My Eyes, The",Vanessa Amorosi,2001
Again,Lenny Kravitz,2001
Everytime You Need Me,Fragma,2001
No More (baby I'ma Do Right),3LW,2001
Stuck In A Moment You Can't Get Out Of,U2,2001
Drive,Incubus,2001
Don't Mess With The Radio,Nivea,2001
Better Man,Robbie Williams,2001
Where The Party At?,Jagged Edge,2001
Bad Boy For Life,P. Diddy & The Bad Boy Family,2001
Don't Think I'm Not,Kandi,2001
Family Affair,Mary J. Blige,2001
I'm A Slave 4 U,Britney Spears,2001
Lovin' Each Day,Ronan Keating,2001
Without Me,Eminem,2002
"Whenever, Wherever",Shakira,2002
The Ketchup Song (asereje),Las Ketchup,2002
Dilemma,Nelly featuring Kelly Rowland,2002
A Little Less Conversation,Elvis Vs JXL,2002
A Thousand Miles,Vanessa Carlton,2002
Born To Try,Delta Goodrem,2002
Not Pretty Enough,Kasey Chambers,2002
Complicated,Avril Lavigne,2002
Kiss Kiss,Holly Valance,2002
Underneath Your Clothes,Shakira,2002
Murder On The Dancefloor,Sophie Ellis Bextor,2002
Lose Yourself,Eminem,2002
Hey Baby,DJ Otzi,2002
Tribute,Tenacious D,2002
The Tide Is High (get The Feeling),Atomic Kitten,2002
Hot In Herre,Nelly,2002
Hero,Enrique Iglesias,2002
If Tomorrow Never Comes,Ronan Keating,2002
The Logical Song,Scooter,2002
Get Over You,Sophie Ellis Bextor,2002
Heaven,DJ Sammy,2002
Sk8er Boi,Avril Lavigne,2002
Superman (it's Not Easy),Five For Fighting,2002
Livin' It Up,Ja Rule,2002
Gone Clubbin' / Girlfriend,*Nsync,2002
Dirrty,Christina Aguilera,2002
Insatiable,Darren Hayes,2002
When You Look At Me,Christina Milian,2002
Dance With Me,112,2002
Better Man,Robbie Williams,2002
Foolish,Ashanti,2002
Creepin' Up Slowly,Taxiride,2002
Just A Little,Liberty X,2002
Get The Party Started,Pink,2002
Cleanin' Out My Closet,Eminem,2002
Two Wrongs / Pj's,Wyclef Jean feat Claudette Ortiz,2002
U Got It Bad,Usher,2002
Life Goes On,LeAnn Rimes,2002
Gangsta Lovin',Eve feat Alicia Keys,2002
Objection (tango),Shakira,2002
Do It With Madonna,The Androids,2002
Stop Calling Me,Shakaya,2002
Escape,Enrique Iglesias,2002
Wherever You Will Go,The Calling,2002
In The End,Linkin Park,2002
Hey Baby,No Doubt,2002
Don't Turn Off The Lights,Enrique Iglesias,2002
What's Luv?,Fat Joe,2002
Rich Girl,Selwyn,2002
Like I Love You,Justin Timberlake,2002
By The Way,Red Hot Chili Peppers,2002
Down Boy,Holly Valance,2002
Boys Of Summer,DJ Sammy,2002
Cherry Lips (go Baby Go!),Garbage,2002
Papa Don't Preach,Kelly Osbourne,2002
Jenny From The Block,Jennifer Lopez,2002
Somethin' Stupid,Robbie Williams & Nicole Kidman,2002
I Need A Girl (part One),P. Diddy,2002
Always On Time,Ja Rule,2002
I'm Moving On,Scott Cain,2002
Rapture,Iio,2002
What's Your Flava?,Craig David,2002
Hands Clean,Alanis Morissette,2002
Hella Good,No Doubt,2002
What About Us?,Brandy,2002
Love At First Sight,Kylie Minogue,2002
Barenaked,Jennifer Love Hewitt,2002
Beautiful,Disco Montego featuring Katie Underwood,2002
I Love Rock 'n' Roll,Britney Spears,2002
In Your Eyes,Kylie Minogue,2002
Don't Let Me Get Me,Pink,2002
"I'm Not A Girl, Not Yet A Woman",Britney Spears,2002
All Seats Taken,Bec Cartwright,2002
One Day In Your Life,Anastacia,2002
I'm Real,Jennifer Lopez,2002
Lifestyles Of The Rich & Famous,Good Charlotte,2002
Batter Up,St Lunatics,2002
"My Neck, My Back (lick It)",Khia,2002
My Sacrifice,Creed,2002
Hey Sexy Lady,Shaggy,2002
Die Another Day,Madonna,2002
Hero,Chad Kroeger,2002
Inside Outside,Sophie Monk,2002
I'm Gonna Be Alright,Jennifer Lopez,2002
The Greatest View,Silverchair,2002
Everywhere,Michelle Branch,2002
Crying At The Discoteque,Alcazar,2002
Gotta Get Thru This,Daniel Bedingfield,2002
It Just Won't Do,Tim Deluxe,2002
Family Affair,Mary J. Blige,2002
All You Wanted,Michelle Branch,2002
How You Remind Me,Nickelback,2002
Ain't It Funny (remix),Jennifer Lopez feat. Ja Rule,2002
Round Round,Sugababes,2002
Alive,P.O.D.,2002
Way Love's Supposed To Be,Selwyn,2002
Black Suits Comin' (nod Ya Head),Will Smith Introducing Tra-Knox,2002
Nasty Girl,Destiny's Child,2002
Break Ya Neck,Busta Rhymes,2002
Angels Brought Me Here,Guy Sebastian,2003
Lose Yourself,Eminem,2003
Where Is The Love?,Black Eyed Peas,2003
Born To Try,Delta Goodrem,2003
In Da Club,50 Cent,2003
Bring Me To Life,Evanescence,2003
Lost Without You,Delta Goodrem,2003
"Ketchup Song (asereje), The",Las Ketchup,2003
Nu Flow,Big Brovaz,2003
Ignition (Remix),R. Kelly,2003
All I Have,Jennifer Lopez feat L.L. Cool J,2003
Stole,Kelly Rowland,2003
Angel,Amanda Perez,2003
All The Things She Said,t.A.T.u.,2003
Big Yellow Taxi,Counting Crows,2003
'03 Bonnie And Clyde,Jay-Z Feat Beyonce Knowles,2003
Predictable,Delta Goodrem,2003
Innocent Eyes,Delta Goodrem,2003
Shut Up,Black Eyed Peas,2003
"Not Me, Not I",Delta Goodrem,2003
Shake Ya Tailfeather,P. Diddy,2003
Hey Sexy Lady,Shaggy,2003
Someday,Nickelback,2003
Beautiful,Christina Aguilera,2003
"Bump, Bump, Bump",B2K feat. P. Diddy,2003
Dilemma,Nelly featuring Kelly Rowland,2003
Stuck,Stacie Orrico,2003
Crazy In Love,Beyonce,2003
Reign,Ja Rule,2003
Baby Boy,Beyonce feat. Sean Paul,2003
I Know What You Want,Busta Rhymes and Mariah Carey,2003
Jenny From The Block,Jennifer Lopez,2003
P.i.m.p.,50 Cent,2003
Lovesong,Amiel,2003
Mesmerize,Ja Rule feat Ashanti,2003
Work It,Missy Elliott,2003
Beautiful,Snoop Dogg,2003
"Tide Is High (get The Feeling), The",Atomic Kitten,2003
You Promised Me (tu Es Foutu),In-Grid,2003
She Hates Me,Puddle Of Mudd,2003
Do It With Madonna,The Androids,2003
Landslide,Dixie Chicks,2003
Intuition,Jewel,2003
21 Questions,50 Cent,2003
Get Busy,Sean Paul,2003
Rock Your Body,Justin Timberlake,2003
Thug Lovin',Ja Rule feat. Bobby Brown,2003
Me Against The Music,Britney Spears feat. Madonna,2003
So Yesterday,Hilary Duff,2003
Into You,Fabolous,2003
Right Thurr,Chingy,2003
Breathe,Blu Cantrell,2003
Miss Independent,Kelly Clarkson,2003
Cry Me A River,Justin Timberlake,2003
Falling,Candice Alley,2003
Sing For The Moment,Eminem,2003
Family Portrait,Pink,2003
"My Neck, My Back (lick It)",Khia,2003
Slow,Kylie Minogue,2003
Naughty Girl,Holly Valance,2003
Hey Ya,Outkast,2003
Hello World/hey Hey What You Say,Saddle Club,2003
Rise Up,Australian Idol Final 12,2003
Feel,Robbie Williams,2003
Unwell,Matchbox 20,2003
Business,Eminem,2003
(there's Gotta Be ) More To Life,Stacie Orrico,2003
Scandalous,Mis-Teeq,2003
Boys Of Summer / Heaven,DJ Sammy,2003
Life Goes On,LeAnn Rimes,2003
"Anthem, The",Good Charlotte,2003
Unchained Melody,Gareth Gates,2003
If You're Not The One,Daniel Bedingfield,2003
Fighter,Christina Aguilera,2003
Rubberneckin'- Paul Oakenfold Remix,Elvis Presley,2003
True Colours,Kasey Chambers,2003
Don't Know Why,Norah Jones,2003
White Flag,Dido,2003
United States Of Whatever,Liam Lynch,2003
Senorita,Justin Timberlake,2003
Satisfaction,Benny Benassi Presents The Biz,2003
What's Your Flava?,Craig David,2003
We've Got Tonight,Ronan Keating & Lulu,2003
When I Get You Alone,Thicke,2003
Round Round,Sugababes,2003
Sk8er Boi,Avril Lavigne,2003
Numb,Linkin Park,2003
Cleanin' Out My Closet,Eminem,2003
Rise & Fall,Craig David,2003
Your Body Is A Wonderland,John Mayer,2003
Somewhere I Belong,Linkin Park,2003
Can I Go Now,Jennifer Love Hewitt,2003
Trouble,Pink,2003
Why Not,Hilary Duff,2003
Can't Hold Us Down,Christina Aguilera,2003
Are You Gonna Be My Girl?,Jet,2003
I Begin To Wonder,Dannii Minogue,2003
Feel Good Time,Pink featuring William Orbit,2003
Beware Of The Boys (mundian To Bach Ke),Panjabi MC feat. Jay-Z,2003
Fever For The Flava,Hot Action Cop,2003
What About Me,Shannon Noll,2004
Left Outside Alone,Anastacia,2004
Black Betty,Spiderbait,2004
Milkshake,Kelis,2004
F*ck It,Eamon,2004
Superstar,Jamelia,2004
My Immortal,Evanescence,2004
These Kids,Joel Turner & The Modern Day Poets,2004
Shut Up,Black Eyed Peas,2004
Suga Suga,Baby Bash,2004
My Band,D12,2004
Behind Blue Eyes,Limp Bizkit,2004
She Will Be Loved,Maroon 5,2004
With You,Jessica Simpson,2004
Hey Ya,OutKast,2004
I Dont Wanna Know,Mario Winans,2004
Angel Eyes,Paulini,2004
Here Without You,3 Doors Down,2004
Four To The Floor,Starsailor,2004
Out Of The Blue,Delta Goodrem,2004
So Beautiful,Pete Murray,2004
"Scar Ep, The",Missy Higgins,2004
Leave (get Out),JoJo,2004
Broken,Seether Feat. Amy Lee,2004
Listen With Your Heart,Casey Donovan,2004
What You Waiting For?,Gwen Stefani,2004
F.u. Right Back,Frankee,2004
Yeah!,Usher,2004
Turn Me On,Kevin Lyttle,2004
Predictable,Delta Goodrem,2004
Burn,Usher,2004
Perfect,Simple Plan,2004
Trick Me,Kelis,2004
Drive,Shannon Noll,2004
Tipsy,J-Kwon,2004
Just Lose It,Eminem,2004
When The War Is Over / One Night Without You,Cosima Devito,2004
Toxic,Britney Spears,2004
One Call Away,Chingy,2004
My Place / Flap Your Wings,Nelly,2004
Roses,OutKast,2004
Hey Mama,Black Eyed Peas,2004
Lose My Breath,Destiny's Child,2004
Let's Get It Started #2,Black Eyed Peas,2004
Be Faithful,Fatman Scoop,2004
Call On Me,Eric Prydz,2004
All I Need Is You,Guy Sebastian,2004
Car Wash,Christina Aguilera & Missy Elliott,2004
These Words,Natasha Bedingfield,2004
Thank You,Jamelia,2004
Sick And Tired,Anastacia,2004
Push Up,Freestylers,2004
Somebody To Love,Boogie Pimps,2004
Pieces Of Me,Ashlee Simpson,2004
What Chu Want,J Wess,2004
When You Say You Love Me,Human Nature,2004
American Idiot,Green Day,2004
"Reason, The",Hoobastank,2004
Naughty Girl,Beyonce,2004
This Love,Maroon 5,2004
Summer Rain,Slinkee Minx,2004
My Happy Ending,Avril Lavigne,2004
Figured You Out,Nickelback,2004
Not In Love ,Enrique Iglesias,2004
Baby Boy,Big Brovaz,2004
"Way You Move, The",OutKast,2004
How Come,D-12,2004
Learn To Fly,Shannon Noll,2004
Out With My Baby,Guy Sebastian,2004
I Like That,"Houston Feat. Chingy, Nate Dogg & I-20",2004
Holidae In,Chingy,2004
Everytime,Britney Spears,2004
Am I Ever Gonna See The Biff Again,Reg Reagan,2004
I Miss You,Blink 182,2004
Spider-man Theme / Sway Remixes,Michael Buble,2004
Welcome To My Life,Simple Plan,2004
Sundown,Gordon Lightfoot,2004
Accidentally In Love,Counting Crows,2004
Amazing,George Michael,2004
Take Me To The Clouds Above,Lmc,2004
It's My Life,No Doubt,2004
"Prayer, The",Anthony Callea,2004
Popular - The Mixes,Darren Hayes,2004
Bounce,Sarah Connor,2004
I Believe,Fantasia,2004
Tilt Ya Head Back,Nelly Feat. Christina Aguilera,2004
Confessions Part Ii,Usher,2004
Ms. Vanity,Rob Mills,2004
Look What You've Done,Jet,2004
In The Shadows,The Rasmus,2004
Breakaway,Kelly Clarkson,2004
"Trouble With Love Is, The",Kelly Clarkson,2004
My Prerogative,Britney Spears,2004
She Wants To Move,N*E*R*D,2004
Me Against The Music,Britney Spears,2004
It's Too Late,Evermore,2004
Zebra,The John Butler Trio,2004
Don't Tell Me,Avril Lavigne,2004
Take My Breath Away,Jessica Simpson,2004
I Am,Killing Heidi,2004
The Prayer,Anthony Callea,2005
Don't Cha,The Pussycat Dolls,2005
Lonely,Akon,2005
Axel F,Crazy Frog,2005
Over And Over,Nelly feat. Tim McGraw,2005
Switch,Will Smith,2005
Let Me Love You,Mario,2005
Nasty Girl,Nitty,2005
Feel Good Inc.,Gorillaz,2005
Don't Phunk With My Heart,Black Eyed Peas,2005
You're Beautiful,James Blunt,2005
Ghetto Gospel,2Pac,2005
"1, 2 Step",Ciara,2005
Almost Here,Delta Goodrem and Brian McFadden,2005
4ever,The Veronicas,2005
These Boots Are Made For Walkin',Jessica Simpson,2005
We Belong Together,Mariah Carey,2005
Bad Day,Daniel Powter,2005
Beautiful Soul,Jesse McCartney,2005
Voodoo Child,Rogue Traders,2005
Hollaback Girl,Gwen Stefani,2005
Since You've Been Gone,Kelly Clarkson,2005
Lonely No More,Rob Thomas,2005
Candy Shop,50 Cent,2005
Incomplete,Backstreet Boys,2005
Rich Girl,Gwen Stefani,2005
Das Kleine Krokadil (crocodile Song),Schnappi,2005
The Special Two Ep,Missy Higgins,2005
Get Right,Jennifer Lopez,2005
Numb / Encore,Linkin Park / Jay-Z,2005
Boulevard Of Broken Dreams,Green Day,2005
Obsession (no Es Amor),Frankie J,2005
Gold Digger,Kanye West,2005
Rain / Bridge Over Troubled Water,Anthony Callea,2005
Shine,Shannon Noll,2005
Drop It Like It's Hot,Snoop Dogg,2005
Signs,Snoop Dogg,2005
Stop The Music,P-Money & Scribe,2005
Pon De Replay,Rihanna,2005
What You Waiting For?,Gwen Stefani,2005
Lose Control,Missy Elliott,2005
Wonderful,Ja Rule Featuring Ashanti,2005
"Come On Aussie, Come On",Shannon Noll,2005
My Humps,Black Eyed Peas,2005
Photograph,Nickelback,2005
Untitled (how Can This Happen To Me?),Simple Plan,2005
"Evie Parts 1, 2 & 3",The Wrights,2005
Don't Lie,Black Eyed Peas,2005
Hung Up,Madonna,2005
Soldier,Destiny's Child,2005
Maybe Tonight,Kate DeAraugo,2005
I Just Wanna Live,Good Charlotte,2005
Girl,Destiny's Child,2005
La La,Ashlee Simpson,2005
I Like The Way,Bodyrockers,2005
Underwear Goes Inside The Pants,Lazyboy,2005
Welcome To My Life,Simple Plan,2005
Lose My Breath,Destiny's Child,2005
These Kids,Joel Turner & The Modern Day Poets,2005
It's Like That,Mariah Carey,2005
Oh,Ciara feat. Ludacris,2005
Shut Up,Simple Plan,2005
Like Toy Soldiers,Eminem,2005
Dare,Gorillaz,2005
Rumours,Lindsay Lohan,2005
Tilt Ya Head Back,Nelly Feat. Christina Aguilera,2005
Do Somethin',Britney Spears,2005
Have A Nice Day,Bon Jovi,2005
Ass Like That,Eminem,2005
Just A Lil Bit,50 Cent,2005
Push The Button,Sugababes,2005
Listen With Your Heart,Casey Donovan,2005
Mockingbird,Eminem,2005
Ten Days,Missy Higgins,2005
Hell No!,Ricki-Lee,2005
Way To Go!,Rogue Traders,2005
1 Thing,Amerie,2005
Pony,Kasey Chambers,2005
Popcorn,Crazy Frog,2005
Sunshine,Ricki-Lee,2005
Better Days,Pete Murray,2005
Flashdance,Deep Dish,2005
Midas Touch,Midnight Star,2005
Shake It Off,Mariah Carey,2005
Pointless Relationship,Tammin,2005
Hey Bitty,Nitty,2005
Wake Me Up When September Ends,Green Day,2005
Ooh Aah,Tamara Jaber,2005
So Good,Bratz Rock Angelz,2005
Just Lose It,Eminem,2005
Tripping,Robbie Williams,2005
Caught Up,Usher,2005
Catch My Disease,Ben Lee,2005
Put Your Hands Up,Random,2005
Hate It Or Love It,The Game,2005
This Is How A Heart Breaks,Rob Thomas,2005
She's No You,Jesse McCartney,2005
Whatever Will Be,Tammin,2005
N Dey Say,Nelly,2005
Wake Up,Hilary Duff,2005
I Wish I Was A Punk Rocker (With Flowers In My Hair),Sandi Thom,2006
Flaunt It,TV Rock Feat. Seany B,2006
Hips Don't Lie,Shakira Feat. Wyclef Jean,2006
SexyBack,Justin Timberlake,2006
I Don't Feel Like Dancin',Scissor Sisters,2006
This Time I Know It's For Real,Young Divas,2006
Forever Young,Youth Group,2006
Wasabi,Lee Harding,2006
Who Knew,P!nk,2006
Promiscuous,Nelly Furtado,2006
Night Of My Life,Damien Leith,2006
Love Generation,Bob Sinclar,2006
SOS,Rihanna,2006
You Raise Me Up,Westlife,2006
Goodbye My Lover,James Blunt,2006
Crazy,Gnarls Barkley,2006
Buttons,The Pussycat Dolls Feat. Snoop Dogg,2006
"Black Fingernails, Red Wine",Eskimo Joe,2006
Unfaithful,Rihanna,2006
Run It!,Chris Brown,2006
Maneater,Nelly Furtado,2006
Mistake,Stephanie McIntosh,2006
Irreplaceable,Beyonce,2006
Beep,The Pussycat Dolls Feat. will.i.am,2006
U + Ur Hand,P!nk,2006
Smack That,Akon Feat. Eminem,2006
London Bridge,Fergie,2006
So Sick,Ne*Yo,2006
Stickwitu,The Pussycat Dolls,2006
Temperature,Sean Paul,2006
Pump It,The Black Eyed Peas,2006
Call Me When You're Sober,Evanescence,2006
What's Left Of Me,Nick Lachey,2006
Ain't No Other Man,Christina Aguilera,2006
My Love,Justin Timberlake Feat. T.I.,2006
My Humps,Black Eyed Peas,2006
Watching You,Rogue Traders,2006
Hung Up,Madonna,2006
Stupid Girls,P!nk,2006
Light Surrounding You,Evermore,2006
Together We Are One,Delta Goodrem,2006
When It All Falls Apart,The Veronicas,2006
Lift,Shannon Noll,2006
Running,Evermore,2006
Push The Button,Sugababes,2006
When I'm Gone,Eminem,2006
Rock This Party (Everybody Dance Now),Bob Sinclar,2006
Everything I'm Not,The Veronicas,2006
Maybe Tonight,Kate DeAraugo,2006
I Write Sins Not Tragedies,Panic! At The Disco,2006
Don't Give Up,Shannon Noll & Natalie Bassingthwaighte,2006
Just Feel Better,Santana,2006
Far Away,Nickelback,2006
Dani California,Red Hot Chili Peppers,2006
I Don't Need A Man,The Pussycat Dolls,2006
"Taller, Stronger, Better",Guy Sebastian,2006
Sarah,Eskimo Joe,2006
Because Of You,Kelly Clarkson,2006
Lonely,Shannon Noll,2006
Gasolina,Daddy Yankee,2006
The Saints Are Coming,U2 & Green Day,2006
Me & U,Cassie,2006
L.o.v.e.,Ashlee Simpson,2006
If It's Lovin' That You Want,Rihanna,2006
Nasty Girl,Notorious B.I.G.,2006
Faded,Kate DeAraugo,2006
Wind It Up,Gwen Stefani,2006
Hurt,Christina Aguilera,2006
Joker & The Thief,Wolfmother,2006
When You Were Young,The Killers,2006
Welcome To The Black Parade,My Chemical Romance,2006
Happenin' All Over Again,Young Divas,2006
Moonshine,Savage,2006
For You I Will (confidence),Teddy Geiger,2006
Wisemen,James Blunt,2006
Fergalicious,Fergie,2006
Stars Are Blind,Paris Hilton,2006
Sorry,Madonna,2006
Over My Head (cable Car),The Fray,2006
Window Shopper,50 Cent,2006
Grillz,"Nelly Feat. Paul Wall, Ali & Gipp",2006
Thunder In My Heart Again,Meck Feat. Leo Sayer,2006
I'm Not Missing You,Stacie Orrico,2006
You Give Me Something,James Morrison,2006
These Boots Are Made For Walkin',Jessica Simpson,2006
Miss Murder,AFI,2006
Confessions Of A Broken Heart (daughter To Father),Lindsay Lohan,2006
Ugly,Sugababes,2006
Don't Forget About Us,Mariah Carey,2006
Beat Of My Heart,Hilary Duff,2006
Listen To Your Heart,DHT,2006
Come To Me,P. Diddy,2006
Yo (excuse Me Miss),Chris Brown,2006
We Are The Champions (ding A Dang Dong),Crazy Frog,2006
Breaking Free,High School Musical,2006
Not Ready To Make Nice,Dixie Chicks,2006
But It's Better If You Do,Panic! At The Disco,2006
Deja Vu,Beyonce,2006
Savin Me,Nickelback,2006
